barrio,tipo_delito,timestamp,geometry,site,edge,lane
VILLA URQUIZA,Lesiones Seg Vial,2017-07-28 10:30:00,POINT (-58.4966 -34.5635),"LARRALDE, CRISOLOGO AV. 5365",3.9,1
BELGRANO,Lesiones Seg Vial,2017-07-28 17:48:00,POINT (-58.4593 -34.5607),CIUDAD DE LA PAZ 2317,4.8,0
NUÑEZ,Lesiones Seg Vial,2017-07-28 02:40:00,POINT (-58.4652 -34.5474),ARCOS 3602,3.8,0
VILLA REAL,Homicidio Seg Vial,2017-07-27 08:50:00,POINT (-58.5265 -34.6178),"HUGO, VICTOR 2637",52.9,1
MATADEROS,Lesiones Seg Vial,2017-07-27 14:10:00,POINT (-58.4938 -34.6563),REMEDIOS 5598,3.4,0
LINIERS,Lesiones Seg Vial,2017-07-27 11:47:00,POINT (-58.5206 -34.6527),PATRON 7213,2.3,0
LINIERS,Lesiones Seg Vial,2017-07-27 18:45:00,POINT (-58.506 -34.6455),"SCHMIDL, ULRICO 5802",1.2,1
NUEVA POMPEYA,Lesiones Seg Vial,2017-07-27 18:45:00,POINT (-58.4219 -34.6441),LA PLATA AV. 2505,18.7,0
LINIERS,Lesiones Seg Vial,2017-07-27 12:45:00,POINT (-58.529 -34.6405),"PAZ, GRAL. AV. 10716",1.4,0
VILLA REAL,Lesiones Seg Vial,2017-07-27 15:45:00,POINT (-58.5299 -34.6252),"PAZ, GRAL. AV. 9244",14.5,0
VILLA SANTA RITA,Lesiones Seg Vial,2017-07-27 10:20:00,POINT (-58.4795 -34.6206),CUENCA 1091,10.0,0
VILLA REAL,Lesiones Seg Vial,2017-07-27 13:50:00,POINT (-58.53 -34.6177),"BEIRO, FRANCISCO AV. 5773",21.3,0
MONSERRAT,Lesiones Seg Vial,2017-07-27 08:40:00,POINT (-58.3915 -34.6147),ENTRE RIOS AV. 488,23.4,0
BALVANERA,Lesiones Seg Vial,2017-07-27 00:30:00,POINT (-58.4021 -34.6047),CORRIENTES AV. 2493,3.9,1
BALVANERA,Lesiones Seg Vial,2017-07-27 15:35:00,POINT (-58.4081 -34.604),CORRIENTES AV. 3019,30.1,1
PATERNAL,Lesiones Seg Vial,2017-07-27 13:30:00,POINT (-58.4712 -34.6015),MIGUEL ANGEL 1806,18.1,0
ALMAGRO,Lesiones Seg Vial,2017-07-27 18:00:00,POINT (-58.4192 -34.6008),"SALGUERO, JERONIMO 808",3.6,0
VILLA DEL PARQUE,Lesiones Seg Vial,2017-07-27 15:00:00,POINT (-58.4834 -34.5977),SAN MARTIN AV. 4515,12.7,0
PATERNAL,Lesiones Seg Vial,2017-07-27 19:00:00,POINT (-58.4562 -34.5976),WARNES AV. 1435,3.6,0
PALERMO,Lesiones Seg Vial,2017-07-27 16:00:00,POINT (-58.4198 -34.5966),"CABRERA, JOSE A. 3800",15.9,0
PALERMO,Lesiones Seg Vial,2017-07-27 13:45:00,POINT (-58.4272 -34.592),GORRITI 4612,36.1,1
VILLA PUEYRREDON,Lesiones Seg Vial,2017-07-27 21:20:00,POINT (-58.4935 -34.5809),MOSCONI GENERAL AV. 2102,4.5,0
CHACARITA,Lesiones Seg Vial,2017-07-27 19:30:00,POINT (-58.4601 -34.5808),ELCANO AV. 3820,39.6,0
PALERMO,Lesiones Seg Vial,2017-07-27 16:08:00,POINT (-58.4014 -34.5789),"FIGUEROA ALCORTA, PRES. AV. 3211",5.2,0
PALERMO,Lesiones Seg Vial,2017-07-27 09:30:00,POINT (-58.433 -34.5779),"CARRANZA, ANGEL JUSTINIANO 2295",5.1,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-07-27 14:37:00,POINT (-58.5128 -34.5778),ARGERICH 5848,3.9,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-07-27 22:40:00,POINT (-58.5128 -34.5778),ARGERICH 5848,3.9,0
PALERMO,Lesiones Seg Vial,2017-07-27 19:30:00,POINT (-58.421 -34.576),CERVIÑO AV. 4490,22.5,0
PALERMO,Lesiones Seg Vial,2017-07-27 17:35:00,POINT (-58.4363 -34.5734),"SAVIO, MANUEL N., GRAL. 499",0.3,0
VILLA LUGANO,Lesiones Seg Vial,2017-07-26 07:30:00,POINT (-58.462 -34.6905),"DE LA TORRE, LISANDRO 5599",5.5,1
VILLA LUGANO,Lesiones Seg Vial,2017-07-26 15:00:00,POINT (-58.4681 -34.6812),"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 5531",7.7,0
VILLA SOLDATI,Lesiones Seg Vial,2017-07-26 12:00:00,POINT (-58.4446 -34.6639),LAGUNA 3201,3.2,0
MATADEROS,Lesiones Seg Vial,2017-07-26 22:15:00,POINT (-58.5031 -34.6601),DIRECTORIO AV. 6325,3.0,0
BARRACAS,Lesiones Seg Vial,2017-07-26 00:00:00,POINT (-58.3741 -34.6564),LAVADERO 2101,12.3,1
MATADEROS,Lesiones Seg Vial,2017-07-26 14:00:00,POINT (-58.4932 -34.6542),MIRALLA 1692,6.5,0
BARRACAS,Lesiones Seg Vial,2017-07-26 22:10:00,POINT (-58.3776 -34.6478),VIEYTES 1295,5.7,0
BOCA,Lesiones Seg Vial,2017-07-26 09:55:00,POINT (-58.3656 -34.6435),IRALA 1590,4.8,1
FLORES,Lesiones Seg Vial,2017-07-26 00:00:00,POINT (-58.4613 -34.6427),LAFUENTE AV. 1002,166.6,0
BOCA,Lesiones Seg Vial,2017-07-26 10:30:00,POINT (-58.3588 -34.6353),SUAREZ 396,8.6,0
PARQUE PATRICIOS,Lesiones Seg Vial,2017-07-26 03:00:00,POINT (-58.4031 -34.6326),BRASIL 2796,1.1,0
BOCA,Lesiones Seg Vial,2017-07-26 16:10:00,POINT (-58.3608 -34.6321),"BROWN, ALTE. AV. 807",8.8,0
FLORESTA,Lesiones Seg Vial,2017-07-26 09:15:00,POINT (-58.4794 -34.6271),"LAMARCA, EMILIO 494",10.3,0
VILLA LURO,Lesiones Seg Vial,2017-07-26 16:50:00,POINT (-58.5106 -34.6251),LOPE DE VEGA AV. 1606,3.7,0
BOEDO,Lesiones Seg Vial,2017-07-26 09:00:00,POINT (-58.4137 -34.6233),"CALVO, CARLOS 3393",4.0,1
ALMAGRO,Lesiones Seg Vial,2017-07-26 19:50:00,POINT (-58.4197 -34.6176),REPUBLICA BOLIVARIANA DE VENEZUELA 3802,0.1,0
VILLA DEVOTO,Lesiones Seg Vial,2017-07-26 10:15:00,POINT (-58.515 -34.6163),INDIO 2539,0.4,0
VILLA GRAL. MITRE,Lesiones Seg Vial,2017-07-26 17:00:00,POINT (-58.4644 -34.6157),GAONA AV. 2683,1.0,0
VILLA GRAL. MITRE,Lesiones Seg Vial,2017-07-26 10:35:00,POINT (-58.4627 -34.6073),"JUSTO, JUAN B. AV. 4389",7.2,0
BALVANERA,Lesiones Seg Vial,2017-07-26 10:30:00,POINT (-58.393 -34.601),VIAMONTE 1816,22.0,0
RETIRO,Lesiones Seg Vial,2017-07-26 19:30:00,POINT (-58.3755 -34.5928),CRUCERO GRAL. BELGRANO 1291,11.5,1
CHACARITA,Lesiones Seg Vial,2017-07-26 21:30:00,POINT (-58.4487 -34.5927),DORREGO AV. 687,7.5,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-07-26 15:30:00,POINT (-58.4977 -34.5893),TERRADA 4180,1.9,0
CHACARITA,Lesiones Seg Vial,2017-07-26 00:00:00,POINT (-58.4526 -34.5855),OLLEROS 3970,54.1,0
VILLA ORTUZAR,Lesiones Seg Vial,2017-07-26 15:15:00,POINT (-58.4617 -34.5853),TRIUNVIRATO AV. 2776,33.9,0
PALERMO,Lesiones Seg Vial,2017-07-26 11:28:00,POINT (-58.416 -34.5852),SANTA FE AV. 3694,6.4,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-07-26 19:10:00,POINT (-58.4958 -34.5836),"MISTRAL, GABRIELA 2411",1.8,0
CHACARITA,Lesiones Seg Vial,2017-07-26 05:30:00,POINT (-58.4498 -34.5824),MAURE 3596,1.2,0
CHACARITA,Lesiones Seg Vial,2017-07-26 05:30:00,POINT (-58.4498 -34.5824),MAURE 3596,1.2,0
VILLA URQUIZA,Lesiones Seg Vial,2017-07-26 14:00:00,POINT (-58.4801 -34.576),JURAMENTO 4851,1.6,0
COGHLAN,Lesiones Seg Vial,2017-07-26 19:45:00,POINT (-58.4777 -34.5633),ESTOMBA 2891,2.2,0
FLORES,Homicidio Seg Vial,2017-07-25 16:48:00,POINT (-58.4581 -34.64),VARELA AV. 951,66.4,0
VILLA LUGANO,Lesiones Seg Vial,2017-07-25 00:00:00,POINT (-58.4766 -34.6731),"DELLEPIANE, LUIS, TTE. GRAL. 5510",3.9,0
VILLA LUGANO,Lesiones Seg Vial,2017-07-25 19:31:00,POINT (-58.4821 -34.6654),FONROUGE 2996,5.8,0
MATADEROS,Lesiones Seg Vial,2017-07-25 01:15:00,POINT (-58.5185 -34.6624),"PAZ, GRAL. AV. 12694",16.5,0
BARRACAS,Lesiones Seg Vial,2017-07-25 11:15:00,POINT (-58.369 -34.6419),REGIMIENTO DE PATRICIOS AV. 1227,5.9,0
FLORESTA,Lesiones Seg Vial,2017-07-25 16:30:00,POINT (-58.4756 -34.6338),"FALCON, RAMON L.,CNEL. 3450",53.2,0
SAN TELMO,Lesiones Seg Vial,2017-07-25 23:00:00,POINT (-58.3695 -34.6283),"GARCIA, MARTIN AV. 294",1.1,1
SAN TELMO,Lesiones Seg Vial,2017-07-25 14:00:00,POINT (-58.3686 -34.6183),INDEPENDENCIA AV. 120,1.5,0
MONSERRAT,Lesiones Seg Vial,2017-07-25 13:40:00,POINT (-58.3809 -34.6131),BELGRANO AV. 1153,3.6,1
VILLA DEVOTO,Lesiones Seg Vial,2017-07-25 18:30:00,POINT (-58.5194 -34.6105),"BEIRO, FRANCISCO AV. 4891",3.3,0
SAN NICOLAS,Lesiones Seg Vial,2017-07-25 16:30:00,POINT (-58.3703 -34.6062),"ALEM, LEANDRO N. AV. 102",17.0,0
SAN NICOLAS,Lesiones Seg Vial,2017-07-25 19:20:00,POINT (-58.3702 -34.6019),"ALEM, LEANDRO N. AV. 431",2.3,0
SAN NICOLAS,Lesiones Seg Vial,2017-07-25 21:40:00,POINT (-58.3713 -34.6007),25 DE MAYO 606,4.4,1
RECOLETA,Lesiones Seg Vial,2017-07-25 18:30:00,POINT (-58.387 -34.5983),PARAGUAY 1402,3.3,0
CHACARITA,Lesiones Seg Vial,2017-07-25 22:10:00,POINT (-58.4487 -34.5927),DORREGO AV. 687,7.5,0
PALERMO,Lesiones Seg Vial,2017-07-25 17:22:00,POINT (-58.4154 -34.5905),"MANSILLA, LUCIO NORBERTO, GENERAL 3702",6.2,1
VILLA PUEYRREDON,Lesiones Seg Vial,2017-07-25 12:30:00,POINT (-58.4977 -34.5835),MOSCONI GENERAL AV. 2509,4.4,0
PALERMO,Lesiones Seg Vial,2017-07-25 17:30:00,POINT (-58.4205 -34.5822),SANTA FE AV. 4024,41.5,0
VILLA ORTUZAR,Lesiones Seg Vial,2017-07-25 18:40:00,POINT (-58.4672 -34.5772),DE LOS INCAS AV. 4111,1.7,0
COLEGIALES,Lesiones Seg Vial,2017-07-25 21:45:00,POINT (-58.4598 -34.5742),ELCANO AV. 3300,6.1,1
PALERMO,Lesiones Seg Vial,2017-07-25 00:00:00,POINT (-58.4049 -34.5692),SARMIENTO AV. 4690,694.0,0
PALERMO,Lesiones Seg Vial,2017-07-25 00:00:00,POINT (-58.4173 -34.5621),DORREGO AV. 4045,51.1,0
BELGRANO,Lesiones Seg Vial,2017-07-25 15:10:00,POINT (-58.4614 -34.5548),VUELTA DE OBLIGADO 2811,8.1,1
CONSTITUCION,Homicidio Seg Vial,2017-07-24 22:16:00,POINT (-58.3808 -34.6229),LIMA 1102,173.5,0
VILLA LUGANO,Lesiones Seg Vial,2017-07-24 20:30:00,POINT (-58.4747 -34.6673),"DELLEPIANE, LUIS, TTE. GRAL. 4751",51.9,0
VILLA SOLDATI,Lesiones Seg Vial,2017-07-24 00:00:00,POINT (-58.4546 -34.6612),LACARRA AV. 2802,3.2,0
VILLA SOLDATI,Lesiones Seg Vial,2017-07-24 02:00:00,POINT (-58.4559 -34.6603),LACARRA AV. 2650,441.3,0
BARRACAS,Lesiones Seg Vial,2017-07-24 18:30:00,POINT (-58.3887 -34.6556),"CRUZ, OSVALDO AV. 3015",3.5,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-07-24 16:30:00,POINT (-58.4163 -34.6548),SAENZ AV. 1202,7.2,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-07-24 18:15:00,POINT (-58.4688 -34.6484),"PERON, EVA AV. 3911",3.7,0
PARQUE PATRICIOS,Lesiones Seg Vial,2017-07-24 20:00:00,POINT (-58.4018 -34.6458),"ALCORTA, AMANCIO AV. 2901",4.0,0
LINIERS,Lesiones Seg Vial,2017-07-24 06:15:00,POINT (-58.5264 -34.6391),BARRAGAN 102,2.1,0
BARRACAS,Lesiones Seg Vial,2017-07-24 16:30:00,POINT (-58.3763 -34.638),BRANDSEN 1799,1.9,1
VELEZ SARSFIELD,Lesiones Seg Vial,2017-07-24 05:23:00,POINT (-58.4911 -34.636),OLIVIERI 12,4.5,0
FLORES,Lesiones Seg Vial,2017-07-24 14:15:00,POINT (-58.4635 -34.6343),VARELA 399,3.1,0
PARQUE PATRICIOS,Lesiones Seg Vial,2017-07-24 16:38:00,POINT (-58.3956 -34.6327),COMBATE DE LOS POZOS 1881,4.7,1
CONSTITUCION,Lesiones Seg Vial,2017-07-24 13:25:00,POINT (-58.3787 -34.6197),TACUARI 999,3.3,1
ALMAGRO,Lesiones Seg Vial,2017-07-24 06:10:00,POINT (-58.4156 -34.6157),BELGRANO AV. 3500,16.0,1
CABALLITO,Lesiones Seg Vial,2017-07-24 03:35:00,POINT (-58.4594 -34.6139),GAONA AV. 2197,3.3,0
BALVANERA,Lesiones Seg Vial,2017-07-24 18:54:00,POINT (-58.409 -34.6108),LA RIOJA 28,50.9,0
BALVANERA,Lesiones Seg Vial,2017-07-24 08:19:00,POINT (-58.4012 -34.6045),CORRIENTES AV. 2427,32.3,1
SAN NICOLAS,Lesiones Seg Vial,2017-07-24 09:03:00,POINT (-58.3879 -34.6041),CORRIENTES AV. 1496,0.8,1
BALVANERA,Lesiones Seg Vial,2017-07-24 12:20:00,POINT (-58.3998 -34.6027),PASTEUR 558,51.8,0
VILLA DEL PARQUE,Lesiones Seg Vial,2017-07-24 08:45:00,POINT (-58.4814 -34.6001),EMPEDRADO 2402,13.3,0
RETIRO,Lesiones Seg Vial,2017-07-24 21:00:00,POINT (-58.3815 -34.5953),SANTA FE AV. 1002,6.7,0
VILLA DEVOTO,Lesiones Seg Vial,2017-07-24 15:55:00,POINT (-58.5061 -34.5933),LLAVALLOL 4301,4.0,0
PALERMO,Lesiones Seg Vial,2017-07-24 17:05:00,POINT (-58.4283 -34.5917),MALABIA 1477,37.6,0
CHACARITA,Lesiones Seg Vial,2017-07-24 13:05:00,POINT (-58.4432 -34.5897),LOYOLA 1500,6.7,0
RECOLETA,Lesiones Seg Vial,2017-07-24 13:32:00,POINT (-58.4025 -34.5876),PEÑA 2754,54.2,0
RECOLETA,Lesiones Seg Vial,2017-07-24 18:42:00,POINT (-58.4066 -34.5863),BILLINGHURST 2209,3.8,1
VILLA URQUIZA,Lesiones Seg Vial,2017-07-24 20:43:00,POINT (-58.4847 -34.5668),MILLER 3001,5.7,0
PALERMO,Lesiones Seg Vial,2017-07-24 19:00:00,POINT (-58.4267 -34.552),LA PAMPA 502,18.5,1
BELGRANO,Lesiones Seg Vial,2017-07-24 09:00:00,POINT (-58.4305 -34.5496),LA PAMPA 15,128.8,1
NUÑEZ,Lesiones Seg Vial,2017-07-24 22:30:00,POINT (-58.4629 -34.5494),O'HIGGINS 3302,5.8,1
SAAVEDRA,Lesiones Seg Vial,2017-07-24 01:08:00,POINT (-58.4758 -34.5396),"PAZ, GRAL. AV. 1106",37.3,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-07-23 01:40:00,POINT (-58.4715 -34.6557),DERQUI AV. 4101,2.9,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-07-23 09:15:00,POINT (-58.4142 -34.6555),ROMERO 790,3.7,0
CONSTITUCION,Lesiones Seg Vial,2017-07-23 22:13:00,POINT (-58.3815 -34.6278),BRASIL 1201,5.5,1
VELEZ SARSFIELD,Lesiones Seg Vial,2017-07-23 07:31:00,POINT (-58.4902 -34.6277),GAONA AV. 4799,1.6,0
SAN CRISTOBAL,Lesiones Seg Vial,2017-07-23 23:30:00,POINT (-58.4043 -34.6234),CATAMARCA 1159,70.7,0
CABALLITO,Lesiones Seg Vial,2017-07-23 15:52:00,POINT (-58.4419 -34.6228),CACHIMAYO 184,5.1,1
CONSTITUCION,Lesiones Seg Vial,2017-07-23 22:53:00,POINT (-58.39 -34.6215),HUMBERTO 1° 1696,3.8,0
RECOLETA,Lesiones Seg Vial,2017-07-23 05:30:00,POINT (-58.4135 -34.593),"DIAZ, CNEL. AV. 1508",8.0,0
RECOLETA,Lesiones Seg Vial,2017-07-23 22:50:00,POINT (-58.4104 -34.5887),SANTA FE AV. 3201,47.3,0
RECOLETA,Lesiones Seg Vial,2017-07-23 18:00:00,POINT (-58.4025 -34.5876),PEÑA 2754,54.2,0
PALERMO,Lesiones Seg Vial,2017-07-23 11:15:00,POINT (-58.4154 -34.5857),SANTA FE AV. 3616,35.2,0
PALERMO,Lesiones Seg Vial,2017-07-23 18:10:00,POINT (-58.4224 -34.5804),URIARTE 2500,7.9,0
PALERMO,Lesiones Seg Vial,2017-07-23 07:15:00,POINT (-58.4109 -34.5658),DORREGO AV. 4019,28.0,0
BELGRANO,Lesiones Seg Vial,2017-07-23 12:50:00,POINT (-58.4428 -34.5623),DEL LIBERTADOR AV. 5414,3.9,0
BELGRANO,Lesiones Seg Vial,2017-07-23 23:57:00,POINT (-58.4455 -34.5611),VERTIZ VIRREY AV. 1721,3.7,1
NUÑEZ,Lesiones Seg Vial,2017-07-23 01:15:00,POINT (-58.4583 -34.5462),AZURDUY JUANA 1506,22.3,1
VILLA DEVOTO,Lesiones Seg Vial,2017-07-22 04:47:00,POINT (-58.5258 -34.6569),"PAZ, GRAL. AV. 12100",1.5,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-07-22 08:30:00,POINT (-58.4215 -34.6567),"VEDIA, AGUSTIN DE 3599",1.4,1
MATADEROS,Lesiones Seg Vial,2017-07-22 04:15:00,POINT (-58.5123 -34.6511),CAFAYATE 1187,22.2,0
BARRACAS,Lesiones Seg Vial,2017-07-22 00:00:00,POINT (-58.389 -34.6511),"IRIARTE, GRAL. AV. 3109",7.8,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-07-22 17:36:00,POINT (-58.4846 -34.6453),DIRECTORIO AV. 4311,2.8,0
FLORES,Lesiones Seg Vial,2017-07-22 13:30:00,POINT (-58.4625 -34.6423),LAFUENTE AV. 1002,4.0,1
FLORES,Lesiones Seg Vial,2017-07-22 06:15:00,POINT (-58.4675 -34.6355),DIRECTORIO AV. 2901,1.9,0
BARRACAS,Lesiones Seg Vial,2017-07-22 00:00:00,POINT (-58.3787 -34.6327),HERRERA 102,145.5,0
PARQUE CHACABUCO,Lesiones Seg Vial,2017-07-22 12:58:00,POINT (-58.4436 -34.6296),DIRECTORIO AV. 1144,65.6,0
SAN CRISTOBAL,Lesiones Seg Vial,2017-07-22 05:40:00,POINT (-58.4011 -34.6287),JUJUY AV. 1594,1.1,0
PARQUE PATRICIOS,Lesiones Seg Vial,2017-07-22 17:00:00,POINT (-58.4055 -34.6286),DEAN FUNES 1571,31.6,0
SAN TELMO,Lesiones Seg Vial,2017-07-22 12:00:00,POINT (-58.3741 -34.6219),SAN JUAN AV. 551,6.7,0
CONSTITUCION,Lesiones Seg Vial,2017-07-22 06:10:00,POINT (-58.3903 -34.6181),INDEPENDENCIA AV. 1694,2.8,1
BALVANERA,Lesiones Seg Vial,2017-07-22 13:09:00,POINT (-58.4046 -34.61),RIVADAVIA AV. 2701,4.6,1
BALVANERA,Lesiones Seg Vial,2017-07-22 04:34:00,POINT (-58.4033 -34.61),SAAVEDRA 4,3.1,1
BALVANERA,Lesiones Seg Vial,2017-07-22 01:30:00,POINT (-58.4124 -34.6064),AGUERO 299,3.3,0
VILLA DEL PARQUE,Lesiones Seg Vial,2017-07-22 19:30:00,POINT (-58.4954 -34.6013),"GUTIERREZ, RICARDO 3270",5.5,0
RECOLETA,Lesiones Seg Vial,2017-07-22 00:00:00,POINT (-58.4126 -34.596),SANCHEZ DE BUSTAMANTE 1261,40.9,0
CHACARITA,Lesiones Seg Vial,2017-07-22 12:30:00,POINT (-58.4451 -34.5856),CASTILLO 1799,0.3,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-07-22 14:50:00,POINT (-58.4898 -34.5839),ECHEVERRIA 5897,3.8,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-07-22 17:05:00,POINT (-58.5065 -34.5837),ARGERICH 5109,2.8,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-07-22 18:13:00,POINT (-58.5091 -34.57),"PAZ, GRAL. AV. 4998",5.0,0
SAAVEDRA,Lesiones Seg Vial,2017-07-22 04:15:00,POINT (-58.4775 -34.5475),ZAPIOLA 4215,1.7,0
BARRACAS,Lesiones Seg Vial,2017-07-21 00:00:00,POINT (-58.3936 -34.6513),"IRIARTE, GRAL. AV. 3287",23.1,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-07-21 00:00:00,POINT (-58.478 -34.6482),"AMEGHINO, FLORENTINO, DR. 1290",646.3,0
FLORES,Lesiones Seg Vial,2017-07-21 05:40:00,POINT (-58.4594 -34.6423),"PERON, EVA AV. 2999",2.9,0
LINIERS,Lesiones Seg Vial,2017-07-21 01:00:00,POINT (-58.5174 -34.6391),RIVADAVIA AV. 10887,0.4,0
VERSALLES,Lesiones Seg Vial,2017-07-21 16:18:00,POINT (-58.5135 -34.6334),"GARCIA, JUAN AGUSTIN 5998",32.1,0
PARQUE CHACABUCO,Lesiones Seg Vial,2017-07-21 22:07:00,POINT (-58.4422 -34.6308),"MITRE, EMILIO 794",20.7,0
FLORES,Lesiones Seg Vial,2017-07-21 10:30:00,POINT (-58.4628 -34.6283),FRAY CAYETANO RODRIGUEZ 41,60.8,0
SAN TELMO,Lesiones Seg Vial,2017-07-21 13:00:00,POINT (-58.3755 -34.6246),CHACABUCO 1409,4.1,0
CONSTITUCION,Lesiones Seg Vial,2017-07-21 00:00:00,POINT (-58.3891 -34.6231),SOLIS 1296,45.0,0
SAN CRISTOBAL,Lesiones Seg Vial,2017-07-21 03:17:00,POINT (-58.3929 -34.6228),SAN JUAN AV. 1891,3.2,0
MONTE CASTRO,Lesiones Seg Vial,2017-07-21 14:45:00,POINT (-58.5148 -34.6218),SANTO TOME 5299,4.5,0
BOEDO,Lesiones Seg Vial,2017-07-21 16:20:00,POINT (-58.4182 -34.6215),COLOMBRES 721,44.5,0
VILLA REAL,Lesiones Seg Vial,2017-07-21 12:48:00,POINT (-58.5302 -34.615),"PAZ, GRAL. AV. 8592",2.6,1
VILLA SANTA RITA,Lesiones Seg Vial,2017-07-21 03:15:00,POINT (-58.4798 -34.6134),"MAGARIÑOS CERVANTES, A. 2897",2.8,0
MONSERRAT,Lesiones Seg Vial,2017-07-21 15:00:00,POINT (-58.3918 -34.6127),ENTRE RIOS AV. 301,4.1,0
SAN NICOLAS,Lesiones Seg Vial,2017-07-21 13:10:00,POINT (-58.3838 -34.6034),LIBERTAD 434,47.7,0
SAN NICOLAS,Lesiones Seg Vial,2017-07-21 12:45:00,POINT (-58.382 -34.6014),VIAMONTE 1094,5.9,1
RECOLETA,Lesiones Seg Vial,2017-07-21 04:00:00,POINT (-58.3933 -34.5997),CORDOBA AV. 1818,33.4,0
SAN NICOLAS,Lesiones Seg Vial,2017-07-21 23:10:00,POINT (-58.3695 -34.5983),BOUCHARD 798,1.8,0
VILLA CRESPO,Lesiones Seg Vial,2017-07-21 15:15:00,POINT (-58.4353 -34.5962),LOYOLA 488,5.0,1
VILLA CRESPO,Lesiones Seg Vial,2017-07-21 16:20:00,POINT (-58.4351 -34.5945),ACEVEDO 906,4.7,0
RECOLETA,Lesiones Seg Vial,2017-07-21 19:18:00,POINT (-58.3867 -34.591),"QUINTANA, MANUEL, PRES. 174",32.2,0
RECOLETA,Lesiones Seg Vial,2017-07-21 13:36:00,POINT (-58.4002 -34.5903),PUEYRREDON AV. 1791,19.1,1
CHACARITA,Lesiones Seg Vial,2017-07-21 19:00:00,POINT (-58.4567 -34.5822),CESPEDES 3823,3.6,0
VILLA ORTUZAR,Lesiones Seg Vial,2017-07-21 14:50:00,POINT (-58.4786 -34.579),LA PAMPA 4990,37.0,1
PALERMO,Lesiones Seg Vial,2017-07-21 15:25:00,POINT (-58.4058 -34.5758),"FIGUEROA ALCORTA, PRES. AV. 3565",0.9,0
VILLA URQUIZA,Lesiones Seg Vial,2017-07-21 18:00:00,POINT (-58.485 -34.5734),MONROE 4959,62.9,0
PALERMO,Lesiones Seg Vial,2017-07-21 21:30:00,POINT (-58.4273 -34.5729),DORREGO AV. 3102,7.3,1
CHACARITA,Lesiones Seg Vial,2017-07-21 16:15:00,POINT (-58.417 -34.558),,0.0,0
SAAVEDRA,Lesiones Seg Vial,2017-07-21 06:00:00,POINT (-58.4717 -34.5475),PAROISSIEN 2602,1.0,0
VILLA RIACHUELO,Lesiones Seg Vial,2017-07-20 07:50:00,POINT (-58.4732 -34.6955),"PAZ, GRAL. AV. 16498",3.6,0
VILLA RIACHUELO,Lesiones Seg Vial,2017-07-20 00:45:00,POINT (-58.4738 -34.6862),CAÑADA DE GOMEZ 4902,1.6,0
VILLA LUGANO,Lesiones Seg Vial,2017-07-20 18:00:00,POINT (-58.4751 -34.6681),"DELLEPIANE, LUIS, TTE. GRAL. 5101",43.9,0
FLORESTA,Lesiones Seg Vial,2017-07-20 14:00:00,POINT (-58.4071 -34.6493),"VELARDE, PEDRO 3295",18.2,0
VILLA LURO,Lesiones Seg Vial,2017-07-20 18:45:00,POINT (-58.4992 -34.6444),"CASTRO, EMILIO AV. 5295",2.4,0
FLORES,Lesiones Seg Vial,2017-07-20 07:55:00,POINT (-58.4587 -34.6405),VARELA AV. 951,65.1,0
FLORES,Lesiones Seg Vial,2017-07-20 10:00:00,POINT (-58.4625 -34.6336),PEDERNERA 377,44.3,0
VELEZ SARSFIELD,Lesiones Seg Vial,2017-07-20 07:00:00,POINT (-58.4911 -34.6268),SEGUROLA AV. 907,16.5,0
ALMAGRO,Lesiones Seg Vial,2017-07-20 04:24:00,POINT (-58.4173 -34.6139),"YRIGOYEN, HIPOLITO AV. 3611",5.5,0
VILLA GRAL. MITRE,Lesiones Seg Vial,2017-07-20 21:20:00,POINT (-58.4729 -34.6109),"BUFANO, ALFREDO R. 1811",27.3,0
BALVANERA,Lesiones Seg Vial,2017-07-20 17:05:00,POINT (-58.4072 -34.6104),RIVADAVIA AV. 2886,41.4,1
ALMAGRO,Lesiones Seg Vial,2017-07-20 01:40:00,POINT (-58.4257 -34.6027),CORRIENTES AV. 4301,4.8,1
VILLA CRESPO,Lesiones Seg Vial,2017-07-20 12:30:00,POINT (-58.4376 -34.5992),VERA 488,6.4,0
VILLA CRESPO,Lesiones Seg Vial,2017-07-20 18:17:00,POINT (-58.44 -34.5948),SERRANO 706,3.8,1
PALERMO,Lesiones Seg Vial,2017-07-20 17:30:00,POINT (-58.4308 -34.5823),SOLER 5471,12.9,0
COLEGIALES,Lesiones Seg Vial,2017-07-20 18:50:00,POINT (-58.4633 -34.5751),FOREST AV. 1501,8.7,0
